TransactionID,CustomerID,Timestamp,Amount,Merchant,Location,Channel,FraudLabel
sdv-id-nUUaeG,C039,2026-09-01 18:05:32,7389.97,Vodacom_M-Pesa,Dodoma,MobileApp,1
sdv-id-VpWVFm,C034,2026-09-01 12:44:50,9942.54,AirtelMoney,Mbeya,POS,1
sdv-id-ikFFxI,C098,2026-09-02 08:01:47,1683.32,Shoprite,Zanzibar,POS,1
sdv-id-wJsNMs,C100,2026-09-02 09:15:00,6524.29,Vodacom_M-Pesa,Mbeya,POS,1
sdv-id-tbqAmD,C067,2026-09-01 20:09:06,3399.24,AirtelMoney,Mbeya,Web,1
sdv-id-nHXhEj,C076,2026-09-02 03:39:20,3081.73,AirtelMoney,Dodoma,POS,1
sdv-id-zJIFvk,C062,2026-09-01 19:33:40,2603.33,CRDB_Bank,Zanzibar,POS,1
sdv-id-nzsERi,C010,2026-09-01 10:43:34,8665.82,Shoprite,Zanzibar,Web,1
sdv-id-MpkrLj,C095,2026-09-02 08:20:44,9680.71,TigoPesa,Dodoma,MobileApp,1
sdv-id-VcaTyh,C005,2026-09-01 09:17:32,7498.29,NMB_Bank,Zanzibar,POS,1
sdv-id-wqfgsP,C088,2026-09-02 06:48:34,6285.66,AirtelMoney,Zanzibar,MobileApp,1
sdv-id-fOOkoI,C018,2026-09-01 12:15:43,4194.51,KahawaCafe,Mbeya,POS,0
sdv-id-BSKVLh,C086,2026-09-02 05:06:04,3524.01,NMB_Bank,Arusha,Web,1
sdv-id-NlTKeH,C009,2026-09-01 09:54:39,5084.22,Shoprite,Mbeya,MobileApp,1
sdv-id-axRrDJ,C002,2026-09-01 08:33:53,1362.66,Shoprite,Dodoma,Web,1
sdv-id-IZbJYq,C058,2026-09-01 20:44:47,3225.19,CRDB_Bank,Mwanza,Web,1
sdv-id-suxlwo,C060,2026-09-01 21:06:20,8456.83,TigoPesa,Dodoma,MobileApp,1
sdv-id-bbPlAk,C018,2026-09-01 13:40:08,9026.98,KahawaCafe,Arusha,Web,1
sdv-id-nVanyu,C067,2026-09-02 02:02:26,9306.69,NMB_Bank,Mbeya,MobileApp,1
sdv-id-oNmGBb,C075,2026-09-02 03:04:01,3998.1,AirtelMoney,Mbeya,POS,1
sdv-id-nqrkJo,C054,2026-09-02 00:30:51,2678.74,Shoprite,Dar-es-Salaam,ATM,1
sdv-id-oqdOUd,C057,2026-09-01 23:05:41,8257.97,CRDB_Bank,Dodoma,POS,1
sdv-id-EFljTq,C043,2026-09-01 17:48:55,3528.82,Shoprite,Arusha,Web,1
sdv-id-PWbBFo,C022,2026-09-01 18:15:26,2734.58,NBC_Bank,Mwanza,Web,1
sdv-id-JuwdDm,C012,2026-09-01 12:06:08,4263.55,AirtelMoney,Mwanza,ATM,1
sdv-id-fQXTRb,C034,2026-09-01 18:27:01,1812.66,Shoprite,Mbeya,Web,1
sdv-id-WngCvB,C037,2026-09-01 16:43:32,5789.0,AirtelMoney,Zanzibar,ATM,1
sdv-id-YNrBJH,C067,2026-09-01 23:46:15,4709.3,TigoPesa,Zanzibar,ATM,1
sdv-id-FOTSdR,C082,2026-09-02 03:25:07,5974.11,AirtelMoney,Dodoma,POS,1
sdv-id-ebMeFd,C026,2026-09-01 13:13:21,7980.75,Shoprite,Zanzibar,Web,1
sdv-id-mEuvfG,C090,2026-09-02 07:42:15,3091.36,NBC_Bank,Mwanza,MobileApp,1
sdv-id-ZJIyFS,C063,2026-09-02 02:01:10,2247.28,Shoprite,Dodoma,MobileApp,1
sdv-id-NAvxeL,C061,2026-09-02 00:12:11,1349.82,AirtelMoney,Dar-es-Salaam,POS,1
sdv-id-atqMOW,C050,2026-09-01 20:49:57,5829.37,TigoPesa,Zanzibar,POS,0
sdv-id-npcJwR,C091,2026-09-02 06:45:55,7664.86,Shoprite,Zanzibar,POS,1
sdv-id-mBZLSK,C016,2026-09-01 12:44:05,9411.55,Shoprite,Zanzibar,MobileApp,1
sdv-id-DRnBhg,C014,2026-09-01 12:29:29,5722.11,CRDB_Bank,Dodoma,Web,0
sdv-id-OWiQpT,C037,2026-09-01 15:43:57,6078.6,AirtelMoney,Mwanza,Web,1
sdv-id-cmAsib,C056,2026-09-01 21:08:22,4692.66,Vodacom_M-Pesa,Mbeya,ATM,1
sdv-id-voBPkM,C091,2026-09-02 08:00:41,3663.72,CRDB_Bank,Mbeya,POS,0
sdv-id-mZJdOY,C090,2026-09-02 05:17:56,6355.58,CRDB_Bank,Mbeya,Web,1
sdv-id-rHhlGj,C058,2026-09-01 23:03:24,9019.01,CRDB_Bank,Dar-es-Salaam,POS,1
sdv-id-TkMHgX,C086,2026-09-02 07:03:08,5988.88,CRDB_Bank,Dodoma,MobileApp,1
sdv-id-qegMcm,C009,2026-09-01 10:23:25,6456.25,CRDB_Bank,Mwanza,Web,1
sdv-id-ASkbtI,C076,2026-09-02 04:19:07,6098.16,CRDB_Bank,Mbeya,POS,1
sdv-id-rcRRUu,C007,2026-09-01 08:59:44,982.46,CRDB_Bank,Dodoma,ATM,1
sdv-id-hUyVwp,C079,2026-09-02 04:54:35,8482.41,Shoprite,Dodoma,POS,0
sdv-id-RWfyKL,C035,2026-09-01 14:20:45,7737.76,AirtelMoney,Mbeya,POS,1
sdv-id-fLMXEl,C068,2026-09-02 03:00:16,7229.49,CRDB_Bank,Dodoma,Web,1
sdv-id-ewRBGv,C079,2026-09-02 03:26:27,4980.24,NMB_Bank,Mwanza,MobileApp,0
sdv-id-ZheSyU,C002,2026-09-01 08:36:39,7211.94,Vodacom_M-Pesa,Mbeya,Web,1
sdv-id-ikcjEM,C092,2026-09-02 06:55:13,4905.07,Shoprite,Zanzibar,POS,0
sdv-id-msczzO,C058,2026-09-02 01:35:36,5940.86,Vodacom_M-Pesa,Mwanza,POS,0
sdv-id-nOsRKX,C023,2026-09-01 14:39:21,3881.6,NMB_Bank,Zanzibar,Web,1
sdv-id-SYdGqZ,C020,2026-09-01 11:39:34,8476.23,CRDB_Bank,Mbeya,Web,1
sdv-id-GxPGPe,C066,2026-09-01 20:07:14,3612.87,AirtelMoney,Dodoma,POS,1
sdv-id-JPlaXs,C082,2026-09-02 03:59:22,5147.0,CRDB_Bank,Zanzibar,POS,0
sdv-id-irRlPh,C088,2026-09-02 06:22:06,3807.36,CRDB_Bank,Mwanza,ATM,1
sdv-id-GPMjBH,C060,2026-09-01 21:49:59,5565.03,AirtelMoney,Mbeya,POS,1
sdv-id-JYDwbQ,C082,2026-09-02 02:23:13,7408.33,CRDB_Bank,Dar-es-Salaam,Web,1
sdv-id-AdYjdB,C077,2026-09-02 00:32:43,8916.32,CRDB_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-gskJVL,C100,2026-09-02 09:15:00,7982.53,CRDB_Bank,Mbeya,Web,1
sdv-id-OfKTOE,C039,2026-09-01 17:18:50,3913.38,Shoprite,Dar-es-Salaam,POS,1
sdv-id-hNPunj,C079,2026-09-01 23:46:52,7249.51,CRDB_Bank,Zanzibar,Web,1
sdv-id-bFZmze,C089,2026-09-02 06:55:49,815.26,CRDB_Bank,Dodoma,MobileApp,0
sdv-id-wzTaJi,C037,2026-09-01 21:42:41,2596.82,NBC_Bank,Dodoma,ATM,1
sdv-id-WSwTCZ,C063,2026-09-02 02:33:02,8713.49,TigoPesa,Arusha,POS,1
sdv-id-RCYOtD,C029,2026-09-01 14:09:30,5476.96,CRDB_Bank,Mbeya,Web,1
sdv-id-UybfJS,C026,2026-09-01 13:09:27,4594.79,TigoPesa,Mwanza,Web,1
sdv-id-DXyLbp,C096,2026-09-02 08:10:25,638.36,AirtelMoney,Dodoma,ATM,1
sdv-id-PIAouN,C012,2026-09-01 10:08:39,1890.2,CRDB_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-ZzFbln,C009,2026-09-01 09:47:17,4170.64,CRDB_Bank,Dar-es-Salaam,POS,0
sdv-id-TznMzv,C070,2026-09-02 01:33:23,6689.38,Shoprite,Mbeya,Web,1
sdv-id-jjviKn,C005,2026-09-01 10:57:34,1117.96,NMB_Bank,Mbeya,MobileApp,0
sdv-id-SNBlEv,C066,2026-09-02 03:39:07,1070.53,NBC_Bank,Dodoma,MobileApp,1
sdv-id-pbXDKd,C062,2026-09-01 19:56:13,2382.42,Vodacom_M-Pesa,Mbeya,ATM,1
sdv-id-ZIxmDH,C056,2026-09-01 22:36:26,6396.61,AirtelMoney,Dar-es-Salaam,POS,0
sdv-id-JTBinA,C073,2026-09-02 02:38:04,4271.63,NBC_Bank,Mwanza,ATM,1
sdv-id-eKtHzy,C081,2026-09-02 00:30:26,9765.55,Vodacom_M-Pesa,Mbeya,POS,1
sdv-id-kfrrkV,C055,2026-09-01 21:58:09,774.61,AirtelMoney,Mbeya,Web,1
sdv-id-fAbNjb,C088,2026-09-02 04:35:43,3429.78,CRDB_Bank,Zanzibar,ATM,1
sdv-id-FMIVpy,C076,2026-09-02 03:10:15,8424.69,AirtelMoney,Mbeya,MobileApp,0
sdv-id-bhwjRv,C065,2026-09-02 00:41:50,904.19,Shoprite,Arusha,MobileApp,1
sdv-id-bkhKcv,C019,2026-09-01 10:45:05,3928.87,Vodacom_M-Pesa,Mwanza,ATM,1
sdv-id-CLlgeI,C074,2026-09-02 03:35:39,4536.59,AirtelMoney,Mbeya,ATM,1
sdv-id-piDbuu,C052,2026-09-01 22:01:07,5025.83,NBC_Bank,Arusha,Web,1
sdv-id-cKOPbg,C015,2026-09-01 13:11:55,6187.28,TigoPesa,Dodoma,POS,1
sdv-id-csJDkv,C031,2026-09-01 17:50:31,1363.54,NBC_Bank,Mbeya,Web,0
sdv-id-UxBGFx,C014,2026-09-01 11:34:30,2793.93,Vodacom_M-Pesa,Mwanza,ATM,1
sdv-id-seWbwX,C031,2026-09-01 13:08:57,464.62,CRDB_Bank,Mbeya,Web,1
sdv-id-TTvpLB,C054,2026-09-01 21:19:32,2728.85,TigoPesa,Zanzibar,ATM,0
sdv-id-LNQDQB,C099,2026-09-02 09:15:00,5539.62,Shoprite,Zanzibar,MobileApp,1
sdv-id-HRhZtx,C079,2026-09-02 04:11:33,6937.1,Shoprite,Dar-es-Salaam,POS,1
sdv-id-MDIuwd,C064,2026-09-02 03:31:34,5266.94,NBC_Bank,Dar-es-Salaam,ATM,1
sdv-id-tnZsis,C025,2026-09-01 15:55:58,756.81,NBC_Bank,Mwanza,Web,1
sdv-id-LwkrNi,C074,2026-09-02 00:10:16,8747.53,KahawaCafe,Mbeya,MobileApp,1
sdv-id-xtkxic,C055,2026-09-01 17:36:03,7821.52,CRDB_Bank,Zanzibar,POS,1
sdv-id-dimUBa,C061,2026-09-01 23:59:58,7685.56,Shoprite,Arusha,Web,1
sdv-id-BxhoSk,C071,2026-09-02 03:20:26,4962.03,Vodacom_M-Pesa,Mwanza,POS,1
sdv-id-eKlqZt,C021,2026-09-01 18:03:05,7103.28,KahawaCafe,Dodoma,POS,1
sdv-id-UunKLi,C016,2026-09-01 11:08:26,7512.01,Shoprite,Mbeya,MobileApp,1
sdv-id-IAXnhu,C058,2026-09-01 20:16:56,5934.26,TigoPesa,Mwanza,ATM,1
sdv-id-IFfAvg,C065,2026-09-02 01:28:19,2823.14,Vodacom_M-Pesa,Mbeya,Web,1
sdv-id-fAXOxW,C092,2026-09-02 07:20:45,8935.25,Shoprite,Dodoma,ATM,1
sdv-id-UaoBoC,C049,2026-09-01 21:36:32,7269.08,TigoPesa,Arusha,POS,1
sdv-id-SUznvy,C074,2026-09-02 01:41:11,3805.67,NMB_Bank,Dar-es-Salaam,Web,1
sdv-id-yEaIse,C030,2026-09-01 16:47:05,6637.23,AirtelMoney,Mwanza,Web,1
sdv-id-XUQefq,C098,2026-09-02 09:15:00,2209.28,CRDB_Bank,Mbeya,Web,1
sdv-id-ZJzDXX,C061,2026-09-01 21:40:57,3908.58,TigoPesa,Mbeya,Web,1
sdv-id-BRWbWv,C068,2026-09-01 23:09:14,4624.55,TigoPesa,Mwanza,POS,1
sdv-id-DCSDAa,C021,2026-09-01 13:36:47,9525.18,AirtelMoney,Mwanza,MobileApp,1
sdv-id-TlpIgc,C091,2026-09-02 05:49:37,750.98,Vodacom_M-Pesa,Mwanza,POS,0
sdv-id-swKJAA,C041,2026-09-01 17:07:33,3361.32,TigoPesa,Dodoma,ATM,1
sdv-id-fjarys,C085,2026-09-02 05:49:33,6032.56,Shoprite,Dar-es-Salaam,POS,0
sdv-id-ySzvQs,C038,2026-09-01 16:29:55,6473.9,NBC_Bank,Zanzibar,POS,1
sdv-id-sUEvuF,C061,2026-09-01 21:08:38,4144.47,CRDB_Bank,Mwanza,Web,1
sdv-id-fmYqZb,C059,2026-09-02 03:17:11,1992.44,CRDB_Bank,Dar-es-Salaam,POS,0
sdv-id-ggkcac,C013,2026-09-01 10:19:39,6574.91,TigoPesa,Dar-es-Salaam,POS,1
sdv-id-ebYBcB,C089,2026-09-02 05:39:23,2724.83,CRDB_Bank,Dar-es-Salaam,POS,1
sdv-id-CKtoHA,C081,2026-09-02 04:51:49,6852.17,NBC_Bank,Mbeya,Web,0
sdv-id-dZITzW,C083,2026-09-02 06:06:47,5994.45,Vodacom_M-Pesa,Arusha,POS,1
sdv-id-EavSMk,C049,2026-09-01 22:49:43,1823.02,CRDB_Bank,Dar-es-Salaam,Web,1
sdv-id-jPjDrS,C090,2026-09-02 06:47:12,9773.43,CRDB_Bank,Zanzibar,POS,1
sdv-id-iCvrZw,C046,2026-09-01 22:09:45,8915.3,AirtelMoney,Mwanza,ATM,1
sdv-id-NoKlPO,C030,2026-09-01 18:50:36,8559.86,NBC_Bank,Dodoma,MobileApp,0
sdv-id-CFFhXV,C024,2026-09-01 14:45:20,8970.22,Vodacom_M-Pesa,Mbeya,POS,1
sdv-id-vdzStc,C088,2026-09-02 06:51:30,9613.55,Vodacom_M-Pesa,Mbeya,POS,1
sdv-id-OSCTdq,C036,2026-09-01 16:48:16,8302.28,Vodacom_M-Pesa,Zanzibar,Web,1
sdv-id-KttlqF,C074,2026-09-02 02:41:27,2835.5,NBC_Bank,Mbeya,Web,1
sdv-id-gTPCDl,C036,2026-09-01 19:16:56,5624.3,Shoprite,Dar-es-Salaam,POS,1
sdv-id-MFwNSY,C063,2026-09-02 01:33:02,3855.14,AirtelMoney,Dar-es-Salaam,Web,1
sdv-id-WppLTA,C035,2026-09-01 14:57:26,8317.21,TigoPesa,Arusha,POS,1
sdv-id-Ncotbd,C019,2026-09-01 13:01:13,3529.38,Shoprite,Mbeya,Web,1
sdv-id-USNYoK,C046,2026-09-01 19:44:35,4215.03,TigoPesa,Zanzibar,Web,1
sdv-id-FAYWuB,C033,2026-09-01 15:12:26,7968.29,Shoprite,Dodoma,ATM,1
sdv-id-fbtUjK,C012,2026-09-01 12:58:49,9851.94,CRDB_Bank,Arusha,Web,1
sdv-id-fcfacW,C067,2026-09-01 23:38:03,9616.29,CRDB_Bank,Dodoma,Web,1
sdv-id-xPnIgw,C089,2026-09-02 04:56:37,5053.11,CRDB_Bank,Mbeya,POS,1
sdv-id-UqvDRv,C018,2026-09-01 11:22:42,9143.73,AirtelMoney,Arusha,ATM,1
sdv-id-YWSrtt,C070,2026-09-02 03:44:09,8324.25,Shoprite,Mbeya,MobileApp,0
sdv-id-Rvbpap,C014,2026-09-01 13:38:01,4919.89,NMB_Bank,Dodoma,Web,1
sdv-id-aQaFMX,C043,2026-09-01 17:48:11,6652.27,TigoPesa,Dodoma,MobileApp,1
sdv-id-vkGHgf,C013,2026-09-01 10:52:55,9198.07,Vodacom_M-Pesa,Mwanza,MobileApp,1
sdv-id-TFYKMs,C075,2026-09-02 03:13:12,2479.49,CRDB_Bank,Zanzibar,POS,1
sdv-id-bEklex,C017,2026-09-01 11:35:14,4930.54,AirtelMoney,Zanzibar,Web,1
sdv-id-kCrdgs,C056,2026-09-01 18:43:39,1740.44,AirtelMoney,Arusha,MobileApp,1
sdv-id-lIMyQW,C096,2026-09-02 07:29:56,8210.24,KahawaCafe,Dar-es-Salaam,POS,1
sdv-id-egqaXM,C100,2026-09-02 09:15:00,1428.12,CRDB_Bank,Mbeya,MobileApp,1
sdv-id-UAPDTL,C094,2026-09-02 07:06:23,9817.76,CRDB_Bank,Mbeya,POS,1
sdv-id-YenQTm,C031,2026-09-01 12:10:03,3601.07,Shoprite,Arusha,Web,1
sdv-id-tBQxcn,C093,2026-09-02 07:35:02,4309.79,CRDB_Bank,Mbeya,MobileApp,1
sdv-id-hSSiSZ,C078,2026-09-02 05:16:00,1986.76,Shoprite,Mbeya,ATM,0
sdv-id-QWMYDI,C079,2026-09-02 00:42:25,3515.71,Vodacom_M-Pesa,Arusha,MobileApp,1
sdv-id-OOrepf,C040,2026-09-01 22:43:39,4055.33,Vodacom_M-Pesa,Mbeya,POS,0
sdv-id-JVzcdU,C009,2026-09-01 11:48:57,9510.51,CRDB_Bank,Mbeya,ATM,1
sdv-id-STOqrm,C095,2026-09-02 08:03:48,3164.37,TigoPesa,Arusha,Web,0
sdv-id-mPQGRU,C081,2026-09-02 06:22:02,7009.38,CRDB_Bank,Arusha,ATM,1
sdv-id-irOgki,C021,2026-09-01 13:32:41,6020.44,Vodacom_M-Pesa,Mwanza,ATM,1
sdv-id-TEHzIz,C098,2026-09-02 09:15:00,4063.9,AirtelMoney,Mbeya,MobileApp,1
sdv-id-cjVMXF,C020,2026-09-01 15:54:56,3177.46,CRDB_Bank,Zanzibar,MobileApp,0
sdv-id-PitFln,C084,2026-09-02 06:21:29,7456.83,NBC_Bank,Arusha,ATM,1
sdv-id-ryOIrS,C073,2026-09-02 04:05:10,3196.22,KahawaCafe,Mwanza,MobileApp,1
sdv-id-aeqBEw,C092,2026-09-02 07:38:35,7414.35,AirtelMoney,Mwanza,POS,1
sdv-id-heeXak,C057,2026-09-01 23:51:58,7397.02,TigoPesa,Zanzibar,POS,1
sdv-id-izYeyl,C010,2026-09-01 12:00:50,8771.71,AirtelMoney,Zanzibar,Web,1
sdv-id-OIbiJR,C044,2026-09-01 16:52:16,2225.14,Vodacom_M-Pesa,Mbeya,POS,0
sdv-id-OQIpII,C065,2026-09-01 23:18:03,1623.39,Vodacom_M-Pesa,Dodoma,ATM,1
sdv-id-VtPBXc,C087,2026-09-02 06:51:50,6719.84,Vodacom_M-Pesa,Arusha,Web,1
sdv-id-CCFQso,C017,2026-09-01 12:26:27,3904.68,Shoprite,Mbeya,Web,1
sdv-id-wHxTwa,C033,2026-09-01 19:28:31,448.23,AirtelMoney,Dar-es-Salaam,Web,0
sdv-id-ssISan,C035,2026-09-01 21:36:25,9413.21,KahawaCafe,Mbeya,MobileApp,1
sdv-id-ayBDRO,C092,2026-09-02 07:16:58,1837.05,Vodacom_M-Pesa,Dodoma,Web,1
sdv-id-zsfmfL,C057,2026-09-01 23:56:32,1024.22,CRDB_Bank,Zanzibar,ATM,1
sdv-id-oAEAbb,C026,2026-09-01 17:23:46,9456.69,KahawaCafe,Mbeya,POS,1
sdv-id-INAifE,C027,2026-09-01 14:11:44,2825.95,NBC_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-SkjiFT,C099,2026-09-02 09:15:00,1240.85,NMB_Bank,Dar-es-Salaam,POS,1
sdv-id-nMbcvg,C030,2026-09-01 18:28:53,9220.54,Shoprite,Arusha,POS,0
sdv-id-yUkNyb,C029,2026-09-01 10:59:37,3782.4,CRDB_Bank,Mwanza,Web,1
sdv-id-rdZArw,C075,2026-09-02 06:10:02,2291.43,CRDB_Bank,Dodoma,ATM,0
sdv-id-pAGehd,C037,2026-09-01 15:32:36,4305.85,AirtelMoney,Dodoma,MobileApp,1
sdv-id-ZfYnWW,C068,2026-09-02 00:53:11,8056.94,AirtelMoney,Dodoma,POS,1
sdv-id-LBZQPF,C079,2026-09-02 05:38:06,8570.22,TigoPesa,Dar-es-Salaam,POS,1
sdv-id-cLerqH,C034,2026-09-01 21:18:59,4222.34,CRDB_Bank,Dar-es-Salaam,POS,1
sdv-id-KXcuxh,C085,2026-09-02 07:32:49,9234.76,TigoPesa,Dar-es-Salaam,Web,1
sdv-id-vnYEbp,C050,2026-09-01 21:08:04,1665.85,KahawaCafe,Mbeya,Web,1
sdv-id-QeXrYW,C099,2026-09-02 09:15:00,7105.1,TigoPesa,Dodoma,Web,0
sdv-id-MBOoQt,C036,2026-09-01 15:30:06,9198.33,KahawaCafe,Dar-es-Salaam,POS,1
sdv-id-PrKMcS,C035,2026-09-01 16:26:41,9560.93,CRDB_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-MOOllY,C079,2026-09-02 03:29:08,3019.7,TigoPesa,Zanzibar,Web,1
sdv-id-XlGidd,C051,2026-09-01 23:29:55,9614.37,TigoPesa,Mwanza,Web,1
sdv-id-njcDaO,C072,2026-09-02 00:00:45,1943.57,TigoPesa,Dodoma,MobileApp,1
sdv-id-WbzlVj,C007,2026-09-01 09:40:41,5234.04,Shoprite,Arusha,Web,1
sdv-id-XjTNqy,C088,2026-09-02 05:56:59,1675.58,Vodacom_M-Pesa,Mwanza,POS,1
sdv-id-FtncRP,C006,2026-09-01 09:22:24,5590.8,CRDB_Bank,Mbeya,ATM,1
sdv-id-ISWsLB,C074,2026-09-02 02:04:28,2936.83,TigoPesa,Mbeya,POS,1
sdv-id-NGvpte,C080,2026-09-02 04:19:54,1228.46,CRDB_Bank,Mwanza,POS,1
sdv-id-OVqpFY,C015,2026-09-01 10:02:14,2629.19,Shoprite,Arusha,Web,1
sdv-id-rvHiIu,C034,2026-09-01 20:11:53,3217.33,Shoprite,Arusha,ATM,1
sdv-id-OQkobP,C007,2026-09-01 09:24:42,4014.52,NBC_Bank,Zanzibar,MobileApp,1
sdv-id-pKCNWv,C018,2026-09-01 14:10:24,5381.53,NMB_Bank,Dar-es-Salaam,Web,0
sdv-id-oUoCGZ,C065,2026-09-02 01:39:54,4642.94,CRDB_Bank,Dodoma,Web,1
sdv-id-fBcXpT,C022,2026-09-01 12:00:55,2713.28,TigoPesa,Dar-es-Salaam,MobileApp,0
sdv-id-JNKBuT,C020,2026-09-01 13:35:10,7564.74,NMB_Bank,Dodoma,POS,1
sdv-id-LMqnjA,C015,2026-09-01 15:09:12,6814.89,CRDB_Bank,Mwanza,Web,1
sdv-id-HQUcRN,C022,2026-09-01 12:09:07,2314.71,CRDB_Bank,Dar-es-Salaam,POS,1
sdv-id-ogqkbt,C020,2026-09-01 14:11:32,7946.85,TigoPesa,Mbeya,MobileApp,0
sdv-id-nPdCVJ,C008,2026-09-01 09:42:37,4082.06,KahawaCafe,Zanzibar,ATM,1
sdv-id-XGtteA,C031,2026-09-01 15:43:27,2692.81,AirtelMoney,Dodoma,Web,1
sdv-id-GnAeyV,C085,2026-09-02 07:40:49,7291.04,CRDB_Bank,Dar-es-Salaam,POS,1
sdv-id-wavnFB,C039,2026-09-01 18:12:48,8484.3,Shoprite,Dar-es-Salaam,Web,1
sdv-id-SeaTYN,C042,2026-09-01 19:33:23,6448.78,AirtelMoney,Dodoma,POS,1
sdv-id-fBAlLC,C037,2026-09-01 17:23:07,4746.15,CRDB_Bank,Zanzibar,Web,1
sdv-id-dqtULs,C049,2026-09-01 21:20:49,3875.72,AirtelMoney,Mwanza,MobileApp,1
sdv-id-uVMlXY,C033,2026-09-01 15:20:52,6340.92,TigoPesa,Arusha,POS,0
sdv-id-TbMPGD,C065,2026-09-01 22:35:08,8710.28,TigoPesa,Dar-es-Salaam,POS,1
sdv-id-mZRZjj,C006,2026-09-01 10:09:16,8845.38,Shoprite,Mbeya,Web,1
sdv-id-JUmygr,C019,2026-09-01 16:04:55,9847.63,AirtelMoney,Mbeya,POS,1
sdv-id-cMcDgR,C011,2026-09-01 09:46:23,1912.77,AirtelMoney,Dodoma,MobileApp,1
sdv-id-mjvvQi,C085,2026-09-02 06:51:51,1921.39,CRDB_Bank,Zanzibar,Web,0
sdv-id-hqMFtm,C009,2026-09-01 10:18:34,3499.27,NBC_Bank,Arusha,Web,1
sdv-id-EHRfGg,C046,2026-09-01 17:46:02,9097.7,TigoPesa,Zanzibar,MobileApp,1
sdv-id-XlNCEE,C002,2026-09-01 08:45:14,889.13,KahawaCafe,Arusha,Web,1
sdv-id-fqgKMP,C040,2026-09-01 18:52:31,3592.1,KahawaCafe,Dar-es-Salaam,POS,0
sdv-id-bwpPUa,C013,2026-09-01 09:40:22,3801.78,NMB_Bank,Zanzibar,ATM,1
sdv-id-ssRoEc,C082,2026-09-02 03:07:54,4327.65,NBC_Bank,Dodoma,ATM,1
sdv-id-qqhaar,C054,2026-09-01 22:22:52,6858.4,KahawaCafe,Dar-es-Salaam,MobileApp,1
sdv-id-KdIZQA,C076,2026-09-02 02:00:58,3066.09,Vodacom_M-Pesa,Zanzibar,Web,1
sdv-id-UDpGaZ,C048,2026-09-01 17:31:30,3652.37,NMB_Bank,Arusha,ATM,1
sdv-id-CFWwGy,C073,2026-09-02 03:47:42,8122.12,AirtelMoney,Mbeya,Web,0
sdv-id-AbMSkA,C053,2026-09-01 18:55:57,2866.8,NBC_Bank,Zanzibar,Web,1
sdv-id-RiycGb,C045,2026-09-01 17:49:49,5354.02,TigoPesa,Zanzibar,ATM,0
sdv-id-VnPlcw,C034,2026-09-01 16:33:40,6305.76,NBC_Bank,Dar-es-Salaam,MobileApp,0
sdv-id-kNBGCN,C058,2026-09-02 00:34:24,2536.77,AirtelMoney,Zanzibar,MobileApp,1
sdv-id-BhxAnB,C029,2026-09-01 14:12:03,3072.52,NBC_Bank,Dar-es-Salaam,Web,1
sdv-id-JkMfzX,C008,2026-09-01 11:08:02,1006.05,Shoprite,Mbeya,POS,1
sdv-id-RjPgXf,C081,2026-09-02 01:38:56,7357.68,Shoprite,Zanzibar,MobileApp,1
sdv-id-VpQuER,C090,2026-09-02 06:29:24,9357.38,AirtelMoney,Zanzibar,ATM,1
sdv-id-JJfwIz,C041,2026-09-01 20:41:30,7452.33,TigoPesa,Mbeya,ATM,1
sdv-id-SqkOkr,C099,2026-09-02 09:12:06,7241.71,NBC_Bank,Mbeya,Web,1
sdv-id-RSjzZn,C014,2026-09-01 13:19:34,7678.59,TigoPesa,Zanzibar,Web,1
sdv-id-MtIibX,C043,2026-09-01 23:07:22,8477.28,AirtelMoney,Dar-es-Salaam,Web,1
sdv-id-ybXLQU,C074,2026-09-02 04:35:09,8698.54,KahawaCafe,Dodoma,MobileApp,1
sdv-id-SmDQWk,C096,2026-09-02 09:15:00,1677.41,CRDB_Bank,Dar-es-Salaam,POS,1
sdv-id-PSXEON,C072,2026-09-02 01:59:19,9342.73,TigoPesa,Mwanza,POS,1
sdv-id-sZLeoy,C064,2026-09-01 23:08:11,1729.34,TigoPesa,Dar-es-Salaam,MobileApp,0
sdv-id-qfOBOe,C028,2026-09-01 17:55:39,4663.11,Shoprite,Zanzibar,Web,1
sdv-id-rJvCqZ,C034,2026-09-01 13:16:04,3900.63,Shoprite,Arusha,POS,1
sdv-id-XweShe,C051,2026-09-01 19:39:42,4742.63,NMB_Bank,Zanzibar,Web,1
sdv-id-uZoWXm,C051,2026-09-02 00:12:57,1572.44,TigoPesa,Mbeya,POS,0
sdv-id-ggWNrT,C045,2026-09-01 23:58:15,1069.95,Shoprite,Mwanza,Web,1
sdv-id-JLSJTE,C028,2026-09-01 12:50:45,2539.0,Shoprite,Zanzibar,POS,0
sdv-id-shNpVy,C084,2026-09-02 01:58:27,2281.94,AirtelMoney,Mbeya,Web,1
sdv-id-DMSXhE,C064,2026-09-02 02:15:37,3624.66,NMB_Bank,Mbeya,Web,1
sdv-id-whrqXQ,C026,2026-09-01 13:58:44,3044.71,NBC_Bank,Dodoma,ATM,1
sdv-id-JrEqOi,C071,2026-09-02 00:22:42,4023.66,NMB_Bank,Mwanza,ATM,1
